"participantId";"current_time";"retake";"gender";"education";"multinational";"country0";"country1";"country2";"country3";"country4";"country5";"age";"programmingExperience";"pythonBefore";"pythonTutorBefore";"readUnderstandInstructions"
7316;"09:20:53";1;0;"high school";0;"Russian Federation";"";"";"";"";"";23;"none";1;"1-2";"read, understood"
7319;"09:20:53";1;0;"high school";0;"Russian Federation";"";"";"";"";"";23;"none";1;"1-2";"read, understood"
7323;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";23;"none";1;"6+";"read, understood"
7333;"09:20:53";0;0;"pre-high school";1;"Aland Islands";"Afghanistan";"";"";"";"";31;"more";1;"6+";"not read, not understood"
7344;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";24;"more";1;"1-2";"read, understood"
7352;"09:20:53";0;0;"graduate school";0;"Canada";"";"";"";"";"";27;"6m";1;"";""
7354;"09:20:53";0;0;"high school";1;"Egypt";"Malaysia";"";"";"";"";17;"3m";1;"6+";"read, understood"
7369;"09:20:53";0;1;"graduate school";0;"United States";"";"";"";"";"";35;"more";1;"0";"read, understood"
7376;"09:20:53";0;0;"graduate school";1;"United States";"";"";"";"";"";18;"none";1;"";""
7384;"09:20:53";0;0;"high school";1;"Ukraine";"";"";"";"";"";29;"1yr";1;"";""
7386;"09:20:53";1;1;"college";1;"Thailand";"";"";"";"";"";19;"1yr";1;"";""
7401;"09:20:53";0;0;"college";1;"India";"";"";"";"";"";36;"more";1;"";""
7408;"09:20:53";0;0;"pre-high school";1;"United States";"";"";"";"";"";7;"none";0;"0";"not read, not understood"
7413;"09:20:53";0;0;"high school";0;"Brazil";"";"";"";"";"";15;"3m";1;"0";"not read, understood"
7415;"09:20:53";0;0;"graduate school";1;"France";"India";"";"";"";"";25;"1yr";1;"1-2";"read, understood"
7431;"09:20:53";0;0;"high school";0;"Thailand";"";"";"";"";"";20;"1yr";1;"6+";"not read, understood"
7438;"09:20:53";0;0;"professional school";0;"United States";"";"";"";"";"";33;"6m";1;"3-5";"read, understood"
7441;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";18;"6m";1;"0";"read, understood"
7450;"09:20:53";0;0;"pre-high school";1;"Antarctica";"";"";"";"";"";13;"3m";1;"0";"read, not understood"
7454;"09:20:53";0;1;"high school";0;"Azerbaijan";"";"";"";"";"";43;"3m";1;"";""
7455;"09:20:53";0;0;"college";0;"Viet Nam";"";"";"";"";"";28;"none";0;"1-2";"read, not understood"
7462;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";26;"more";1;"1-2";"read, understood"
7463;"09:20:53";0;0;"graduate school";0;"Indonesia";"";"";"";"";"";25;"more";1;"";""
7468;"09:20:53";0;0;"college";0;"Switzerland";"";"";"";"";"";33;"more";0;"1-2";"read, understood"
7481;"09:20:53";0;0;"college";0;"Norway";"";"";"";"";"";20;"none";1;"";""
7494;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";25;"6m";1;"";""
7498;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";27;"3m";1;"0";"read, understood"
7519;"09:20:53";0;0;"high school";1;"Nigeria";"United Kingdom";"";"";"";"";18;"3m";1;"3-5";"read, understood"
7529;"09:20:53";0;0;"graduate school";1;"China";"Russian Federation";"";"";"";"";24;"3m";1;"0";"read, understood"
7532;"09:20:53";0;1;"PhD";0;"United States";"";"";"";"";"";56;"more";1;"0";"read, understood"
7536;"09:20:53";0;0;"graduate school";0;"France";"";"";"";"";"";47;"1yr";1;"0";"read, understood"
7541;"09:20:53";1;0;"college";0;"India";"";"";"";"";"";21;"6m";1;"3-5";"not read, understood"
7544;"09:20:53";0;0;"college";1;"Mexico";"Canada";"France";"";"";"";30;"1yr";1;"6+";"read, understood"
7550;"09:20:53";0;0;"PhD";1;"Romania";"Canada";"";"";"";"";33;"none";0;"";""
7552;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";22;"more";0;"1-2";"read, understood"
7560;"09:20:53";0;0;"professional school";1;"Germany";"Austria";"";"";"";"";30;"none";0;"1-2";"not read, not understood"
7564;"09:20:53";0;1;"college";1;"Chile";"Argentina";"";"";"";"";19;"3m";1;"";""
7568;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";34;"none";1;"6+";"read, understood"
7574;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";35;"none";1;"6+";"read, understood"
7582;"09:20:53";0;0;"graduate school";0;"Brazil";"";"";"";"";"";35;"more";1;"";""
7598;"09:20:53";0;1;"college";1;"China";"";"";"";"";"";18;"none";0;"0";"read, not understood"
7607;"09:20:53";0;0;"professional school";0;"India";"";"";"";"";"";55;"1yr";1;"0";"read, understood"
7610;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";26;"1yr";0;"";""
7621;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";46;"none";0;"0";"read, understood"
7630;"09:20:53";1;0;"college";0;"Viet Nam";"";"";"";"";"";26;"none";1;"";""
7631;"09:20:53";0;0;"high school";0;"Israel";"";"";"";"";"";27;"3m";1;"";""
7652;"09:20:53";0;1;"high school";1;"Pakistan";"";"";"";"";"";19;"6m";1;"6+";"read, understood"
7658;"09:20:53";0;0;"college";0;"Japan";"";"";"";"";"";38;"none";0;"1-2";"read, understood"
7661;"09:20:53";0;0;"graduate school";0;"Viet Nam";"";"";"";"";"";25;"6m";0;"1-2";"read, understood"
7671;"09:20:53";0;0;"high school";0;"Netherlands";"";"";"";"";"";80;"more";0;"";""
7674;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";23;"6m";1;"1-2";"read, understood"
7679;"09:20:53";0;0;"graduate school";0;"China";"";"";"";"";"";26;"3m";0;"";""
7691;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";31;"1yr";1;"6+";"read, understood"
7713;"09:20:53";0;0;"graduate school";1;"United Kingdom";"";"";"";"";"";33;"1yr";1;"6+";"read, understood"
7717;"09:20:53";0;0;"high school";0;"Mexico";"";"";"";"";"";22;"3m";1;"";""
7722;"09:20:53";0;1;"PhD";0;"United States";"";"";"";"";"";31;"more";1;"3-5";"read, understood"
7726;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";18;"none";1;"3-5";"read, understood"
7736;"09:20:53";0;0;"professional school";1;"Afghanistan";"";"";"";"";"";26;"none";0;"0";"read, understood"
7745;"09:20:53";0;0;"college";0;"Russian Federation";"";"";"";"";"";28;"3m";0;"1-2";"read, understood"
7749;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";16;"3m";1;"0";"not read, understood"
7757;"09:20:53";0;0;"graduate school";0;"Sri Lanka";"";"";"";"";"";20;"6m";1;"6+";"read, understood"
7760;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";54;"1yr";0;"0";"read, understood"
7762;"09:20:53";0;0;"graduate school";1;"Ghana";"United States";"";"";"";"";54;"1yr";0;"";""
7774;"09:20:53";0;0;"high school";0;"Anguilla";"";"";"";"";"";9;"more";1;"6+";"not read, understood"
7776;"09:20:53";0;0;"pre-high school";0;"United States";"";"";"";"";"";6;"3m";1;"6+";"read, understood"
7784;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";30;"more";1;"";""
7790;"09:20:53";0;0;"college";0;"Chile";"";"";"";"";"";31;"none";1;"0";"read, understood"
7792;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";21;"none";1;"6+";"not read, not understood"
7797;"09:20:53";1;1;"graduate school";0;"Aland Islands";"";"";"";"";"";34;"3m";0;"0";"read, not understood"
7802;"09:20:53";0;0;"college";0;"Brazil";"";"";"";"";"";25;"none";0;"0";"read, understood"
7817;"09:20:53";0;0;"college";0;"Pakistan";"";"";"";"";"";30;"more";1;"6+";"read, understood"
7822;"09:20:53";0;1;"college";0;"Australia";"";"";"";"";"";18;"3m";1;"";""
7827;"09:20:53";0;1;"college";1;"Greece";"United States";"";"";"";"";19;"none";1;"0";"not read, understood"
7838;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";30;"more";1;"6+";"read, understood"
7840;"09:20:53";0;0;"college";1;"Uganda";"";"";"";"";"";21;"3m";1;"1-2";"read, understood"
7846;"09:20:53";0;1;"graduate school";0;"India";"";"";"";"";"";23;"more";1;"6+";"read, understood"
7849;"09:20:53";0;1;"graduate school";0;"India";"";"";"";"";"";22;"1yr";1;"0";"read, understood"
7850;"09:20:53";0;1;"graduate school";0;"India";"";"";"";"";"";23;"more";1;"6+";"read, understood"
7854;"09:20:53";0;0;"graduate school";0;"Pakistan";"";"";"";"";"";22;"none";1;"6+";"read, understood"
7869;"09:20:53";0;0;"college";0;"Antigua And Barbuda";"";"";"";"";"";17;"none";0;"0";"not read, not understood"
7873;"09:20:53";0;0;"high school";0;"India";"";"";"";"";"";18;"none";0;"";""
7878;"09:20:53";0;1;"PhD";1;"France";"United States";"Mexico";"";"";"";57;"1yr";1;"0";"read, understood"
7881;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";25;"1yr";1;"0";"read, understood"
7887;"09:20:53";0;1;"college";0;"Argentina";"";"";"";"";"";57;"more";0;"0";"read, understood"
7893;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";19;"none";1;"1-2";"read, not understood"
7903;"09:20:53";0;0;"high school";0;"United States";"";"";"";"";"";17;"3m";1;"0";"read, understood"
7905;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";25;"6m";1;"";""
7914;"09:20:53";0;0;"professional school";1;"Canada";"India";"Brunei Darussalam";"Gambia";"";"";26;"more";1;"0";"read, understood"
7921;"09:20:53";0;0;"professional school";0;"Brazil";"";"";"";"";"";26;"1yr";1;"6+";"read, understood"
7923;"09:20:53";1;1;"graduate school";0;"Argentina";"";"";"";"";"";56;"more";0;"1-2";"read, understood"
7927;"09:20:53";0;0;"high school";1;"Italy";"United Kingdom";"Germany";"";"";"";28;"6m";0;"6+";"read, understood"
7928;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";19;"3m";0;"";""
7932;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";21;"6m";1;"";""
7938;"09:20:53";1;1;"graduate school";0;"Argentina";"";"";"";"";"";57;"more";0;"6+";"read, understood"
7940;"09:20:53";0;0;"graduate school";0;"Brazil";"";"";"";"";"";19;"1yr";1;"0";"read, understood"
7950;"09:20:53";0;1;"graduate school";0;"United States";"";"";"";"";"";19;"none";1;"";""
7952;"09:20:53";0;0;"professional school";0;"Brazil";"";"";"";"";"";30;"3m";0;"0";"read, understood"
7956;"09:20:53";0;0;"college";1;"Serbia";"New Zealand";"";"";"";"";42;"6m";0;"6+";"read, understood"
7957;"09:20:53";0;0;"college";1;"Nepal";"United States";"";"";"";"";21;"1yr";1;"6+";"read, understood"
7962;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";25;"more";1;"3-5";"not read, understood"
7963;"09:20:53";0;0;"college";1;"Germany";"";"";"";"";"";24;"none";0;"0";"read, understood"
7970;"09:20:53";0;0;"PhD";0;"United States";"";"";"";"";"";29;"more";1;"0";"read, understood"
7975;"09:20:53";0;0;"college";1;"Hungary";"United Kingdom";"";"";"";"";28;"6m";1;"6+";"read, understood"
7989;"09:20:53";0;0;"pre-high school";0;"Brazil";"";"";"";"";"";19;"1yr";0;"1-2";"read, understood"
7992;"09:20:53";0;0;"high school";0;"Brazil";"";"";"";"";"";18;"none";0;"0";"read, understood"
7994;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";17;"none";0;"3-5";"read, understood"
8000;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";18;"6m";1;"3-5";"read, understood"
8001;"09:20:53";0;1;"graduate school";1;"Azerbaijan";"";"";"";"";"";22;"none";1;"1-2";"read, understood"
8003;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";31;"6m";0;"0";"read, understood"
8011;"09:20:53";0;1;"college";1;"Nepal";"";"";"";"";"";28;"more";0;"0";"read, understood"
8023;"09:20:53";0;0;"graduate school";1;"India";"United States";"";"";"";"";27;"more";1;"6+";"read, understood"
8025;"09:20:53";0;1;"graduate school";0;"India";"";"";"";"";"";19;"more";1;"6+";"not read, understood"
8038;"09:20:53";0;1;"pre-high school";0;"Afghanistan";"";"";"";"";"";27;"none";0;"";""
8040;"09:20:53";0;1;"pre-high school";0;"Afghanistan";"";"";"";"";"";27;"none";0;"0";"read, understood"
8045;"09:20:53";0;0;"college";0;"France";"";"";"";"";"";55;"1yr";1;"3-5";"read, understood"
8046;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";24;"more";1;"6+";"read, understood"
8047;"09:20:53";0;0;"high school";0;"United Kingdom";"";"";"";"";"";16;"6m";1;"0";"read, understood"
8048;"09:20:53";0;1;"college";1;"Canada";"Australia";"";"";"";"";18;"3m";1;"6+";"read, understood"
8049;"09:20:53";0;0;"graduate school";0;"United Kingdom";"";"";"";"";"";46;"more";1;"0";"read, understood"
8050;"09:20:53";0;0;"professional school";0;"Germany";"";"";"";"";"";38;"more";1;"";""
8051;"09:20:53";0;0;"professional school";1;"Italy";"";"";"";"";"";41;"3m";0;"";""
8053;"09:20:53";0;0;"PhD";0;"Albania";"";"";"";"";"";6;"6m";1;"1-2";"read, understood"
8067;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";20;"3m";1;"6+";"read, understood"
8068;"09:20:53";0;0;"college";0;"Czech Republic";"";"";"";"";"";22;"3m";1;"0";"read, understood"
8071;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";29;"3m";1;"1-2";"read, understood"
8077;"09:20:53";0;1;"high school";0;"Colombia";"";"";"";"";"";20;"none";0;"0";"read, understood"
8078;"09:20:53";0;1;"high school";0;"Cameroon";"";"";"";"";"";20;"none";0;"";""
8087;"09:20:53";1;1;"postdoctoral";1;"Aruba";"";"";"";"";"";9;"6m";0;"1-2";"not read, understood"
8088;"09:20:53";0;0;"high school";0;"United States";"";"";"";"";"";18;"none";0;"";""
8095;"09:20:53";0;0;"graduate school";1;"Spain";"United Kingdom";"";"";"";"";25;"3m";1;"3-5";"read, understood"
8108;"09:20:53";0;0;"graduate school";1;"Ecuador";"Spain";"";"";"";"";19;"none";0;"0";"read, understood"
8117;"09:20:53";0;0;"college";0;"Brazil";"";"";"";"";"";32;"1yr";0;"1-2";"read, understood"
8125;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";18;"none";1;"6+";"read, understood"
8127;"09:20:53";0;0;"college";0;"Turkey";"";"";"";"";"";19;"6m";1;"0";"not read, understood"
8134;"09:20:53";0;0;"college";1;"Burundi";"Canada";"Malawi";"";"";"";20;"none";1;"";""
8139;"09:20:53";0;0;"high school";0;"United States";"";"";"";"";"";57;"none";0;"0";"read, not understood"
8150;"09:20:53";0;0;"pre-high school";0;"Afghanistan";"";"";"";"";"";44;"none";0;"";""
8155;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";19;"3m";1;"6+";"read, understood"
8161;"09:20:53";0;0;"graduate school";1;"Hong Kong";"Japan";"New Zealand";"";"";"";41;"6m";1;"6+";"read, understood"
8171;"09:20:53";0;0;"college";0;"Nepal";"";"";"";"";"";22;"1yr";1;"";""
8176;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";28;"none";0;"";""
8180;"09:20:53";0;0;"graduate school";0;"Malaysia";"";"";"";"";"";21;"1yr";1;"6+";"read, understood"
8194;"09:20:53";0;0;"college";0;"Egypt";"";"";"";"";"";23;"3m";1;"1-2";"not read, understood"
8195;"09:20:53";0;0;"postdoctoral";0;"Bahamas";"";"";"";"";"";55;"none";1;"";""
8200;"09:20:53";0;0;"graduate school";0;"Brazil";"";"";"";"";"";20;"6m";1;"";""
8205;"09:20:53";0;0;"graduate school";1;"United States";"India";"";"";"";"";28;"more";1;"";""
8208;"09:20:53";0;0;"graduate school";1;"India";"South Africa";"";"";"";"";32;"6m";0;"6+";"read, understood"
8214;"09:20:53";0;2;"high school";0;"Seychelles";"";"";"";"";"";40;"1yr";1;"0";"read, understood"
8219;"09:20:53";0;0;"graduate school";0;"Bangladesh";"";"";"";"";"";23;"6m";0;"6+";"read, understood"
8221;"09:20:53";0;1;"college";1;"China";"United States";"";"";"";"";21;"more";1;"0";"read, understood"
8224;"09:20:53";0;0;"graduate school";1;"United States";"";"";"";"";"";73;"6m";0;"0";"read, understood"
8230;"09:20:53";0;0;"graduate school";1;"India";"United States";"";"";"";"";38;"1yr";1;"3-5";"read, understood"
8231;"09:20:53";0;0;"professional school";1;"China";"Netherlands";"Turkey";"";"";"";32;"6m";1;"0";"read, understood"
8255;"09:20:53";0;1;"graduate school";1;"China";"Australia";"";"";"";"";22;"none";1;"6+";"read, understood"
8262;"09:20:53";0;0;"high school";0;"Indonesia";"";"";"";"";"";17;"6m";1;"";""
8268;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";22;"none";1;"";""
8283;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";19;"none";0;"";""
8293;"09:20:53";0;0;"high school";0;"Australia";"";"";"";"";"";17;"3m";1;"0";"read, understood"
8307;"09:20:53";0;0;"graduate school";0;"Australia";"";"";"";"";"";22;"6m";1;"1-2";"read, not understood"
8311;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";37;"1yr";1;"6+";"read, understood"
8315;"09:20:53";0;0;"graduate school";0;"Thailand";"";"";"";"";"";19;"none";1;"";""
8325;"09:20:53";0;0;"PhD";1;"India";"";"";"";"";"";40;"none";0;"0";"read, understood"
8338;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";15;"3m";1;"0";"not read, understood"
8360;"09:20:53";0;0;"high school";0;"United Kingdom";"";"";"";"";"";14;"6m";1;"0";"read, understood"
8366;"09:20:53";0;0;"pre-high school";0;"Afghanistan";"";"";"";"";"";13;"none";0;"0";"read, understood"
8392;"09:20:53";0;0;"college";0;"Mexico";"";"";"";"";"";19;"1yr";1;"";""
8394;"09:20:53";0;1;"college";1;"United States";"Philippines";"";"";"";"";56;"none";0;"0";"read, understood"
8417;"09:20:53";0;1;"pre-high school";0;"Bahamas";"";"";"";"";"";6;"none";0;"0";"not read, understood"
8421;"09:20:53";0;0;"college";0;"Thailand";"";"";"";"";"";18;"none";0;"0";"read, not understood"
8422;"09:20:53";0;0;"professional school";0;"United States";"";"";"";"";"";58;"1yr";1;"1-2";"read, understood"
8433;"09:20:53";0;0;"graduate school";1;"China";"";"";"";"";"";23;"6m";0;"0";"read, understood"
8458;"09:20:53";0;0;"college";1;"Venezuela";"United Kingdom";"Palestinian Territory";"";"";"";17;"1yr";1;"1-2";"read, understood"
8466;"09:20:53";1;0;"college";1;"Venezuela";"Palestinian Territory";"United Kingdom";"";"";"";17;"1yr";1;"1-2";"not read, understood"
8470;"09:20:53";0;0;"college";1;"China";"Australia";"";"";"";"";21;"none";0;"";""
8479;"09:20:53";0;1;"PhD";0;"Norway";"";"";"";"";"";30;"more";1;"0";"read, understood"
8485;"09:20:53";0;0;"graduate school";1;"Israel";"Germany";"";"";"";"";29;"more";1;"3-5";"read, understood"
8494;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";21;"6m";1;"";""
8501;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";28;"none";1;"1-2";"read, understood"
8503;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";25;"none";0;"1-2";"read, not understood"
8507;"09:20:53";1;0;"graduate school";0;"United States";"";"";"";"";"";28;"none";0;"0";"read, understood"
8532;"09:20:53";0;0;"graduate school";1;"Sweden";"Canada";"";"";"";"";26;"1yr";1;"";""
8533;"09:20:53";0;0;"graduate school";0;"Sweden";"";"";"";"";"";26;"3m";1;"0";"read, understood"
8537;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";21;"1yr";1;"6+";"not read, understood"
8542;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";41;"1yr";1;"";""
8544;"09:20:53";0;0;"college";0;"Croatia";"";"";"";"";"";33;"none";0;"1-2";"read, understood"
8548;"09:20:53";0;0;"high school";0;"Mexico";"";"";"";"";"";19;"1yr";1;"1-2";"read, understood"
8565;"09:20:53";0;0;"high school";0;"Brazil";"";"";"";"";"";14;"none";1;"";""
8600;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";24;"none";0;"";""
8617;"09:20:53";0;0;"high school";0;"India";"";"";"";"";"";19;"none";0;"3-5";"read, understood"
8631;"09:20:53";0;0;"professional school";0;"Ukraine";"";"";"";"";"";24;"more";1;"0";"read, understood"
8633;"09:20:53";0;0;"college";0;"Germany";"";"";"";"";"";29;"more";1;"1-2";"read, understood"
8636;"09:20:53";0;0;"graduate school";1;"United Kingdom";"Greece";"";"";"";"";25;"none";1;"1-2";"read, understood"
8648;"09:20:53";0;1;"PhD";1;"Albania";"";"";"";"";"";30;"1yr";0;"1-2";"read, not understood"
8657;"09:20:53";0;0;"graduate school";0;"United Kingdom";"";"";"";"";"";57;"more";1;"0";"read, understood"
8666;"09:20:53";0;0;"college";0;"Philippines";"";"";"";"";"";19;"3m";0;"";""
8667;"09:20:53";0;0;"graduate school";0;"Canada";"";"";"";"";"";47;"more";1;"3-5";"read, understood"
8669;"09:20:53";0;1;"graduate school";0;"United Kingdom";"";"";"";"";"";17;"1yr";1;"1-2";"read, understood"
8687;"09:20:53";0;1;"PhD";0;"France";"";"";"";"";"";29;"more";1;"0";"read, understood"
8690;"09:20:53";0;1;"graduate school";0;"United States";"";"";"";"";"";18;"3m";0;"0";"read, understood"
8700;"09:20:53";0;0;"college";0;"Thailand";"";"";"";"";"";18;"none";0;"";""
8708;"09:20:53";0;0;"professional school";1;"Poland";"Denmark";"Poland";"";"";"";25;"3m";1;"";""
8710;"09:20:53";1;0;"PhD";1;"Armenia";"";"";"";"";"";55;"6m";1;"3-5";"read, not understood"
8712;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";19;"6m";1;"";""
8716;"09:20:53";0;1;"college";0;"Brazil";"";"";"";"";"";20;"6m";1;"6+";"not read, understood"
8734;"09:20:53";0;0;"PhD";1;"Egypt";"Spain";"";"";"";"";31;"3m";1;"";""
8738;"09:20:53";0;1;"high school";0;"New Zealand";"";"";"";"";"";16;"3m";1;"1-2";"read, understood"
8743;"09:20:53";0;2;"pre-high school";0;"Zimbabwe";"";"";"";"";"";99;"more";1;"0";"not read, not understood"
8744;"09:20:53";0;0;"PhD";0;"United States";"";"";"";"";"";19;"6m";0;"1-2";"read, understood"
8748;"09:20:53";0;1;"PhD";0;"United States";"";"";"";"";"";32;"1yr";1;"0";"read, understood"
8750;"09:20:53";1;0;"college";0;"Republic of Korea";"";"";"";"";"";45;"more";1;"6+";"read, understood"
8767;"09:20:53";0;2;"college";0;"United States";"";"";"";"";"";57;"6m";0;"0";"read, understood"
8768;"09:20:53";0;0;"college";1;"Philippines";"";"";"";"";"";31;"none";0;"1-2";"read, understood"
8770;"09:20:53";0;0;"college";0;"Canada";"";"";"";"";"";19;"1yr";1;"6+";"not read, understood"
8788;"09:20:53";0;0;"PhD";0;"United States";"";"";"";"";"";18;"3m";1;"6+";"read, understood"
8790;"09:20:53";1;0;"college";1;"Venezuela";"";"";"";"";"";22;"1yr";0;"6+";"read, not understood"
8796;"09:20:53";0;0;"professional school";1;"Turkey";"Germany";"";"";"";"";33;"more";1;"1-2";"read, understood"
8799;"09:20:53";0;0;"college";1;"Ukraine";"Poland";"Austria";"";"";"";37;"none";0;"6+";"read, understood"
8811;"09:20:53";0;0;"college";0;"Thailand";"";"";"";"";"";18;"3m";1;"1-2";"read, understood"
8812;"09:20:53";0;0;"college";0;"Malaysia";"";"";"";"";"";20;"none";1;"";""
8817;"09:20:53";0;0;"high school";0;"Singapore";"";"";"";"";"";15;"1yr";1;"";""
8835;"09:20:53";0;0;"graduate school";0;"France";"";"";"";"";"";24;"1yr";1;"3-5";"read, understood"
8839;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";26;"none";0;"";""
8845;"09:20:53";0;0;"college";0;"Canada";"";"";"";"";"";18;"1yr";1;"0";"read, understood"
8848;"09:20:53";0;1;"graduate school";0;"Antigua And Barbuda";"";"";"";"";"";45;"6m";1;"3-5";"not read, understood"
8856;"09:20:53";0;0;"college";1;"Italy";"France";"Luxembourg";"Italy";"";"";41;"more";1;"1-2";"read, understood"
8869;"09:20:53";0;0;"high school";1;"Poland";"";"";"";"";"";21;"3m";1;"";""
8873;"09:20:53";0;0;"graduate school";1;"India";"United States";"";"";"";"";28;"more";1;"";""
8874;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";26;"none";1;"3-5";"read, understood"
8891;"09:20:53";0;1;"pre-high school";0;"American Samoa";"";"";"";"";"";99;"none";0;"";""
8893;"09:20:53";0;1;"postdoctoral";1;"China";"";"";"";"";"";30;"3m";1;"";""
8900;"09:20:53";0;0;"graduate school";0;"Canada";"";"";"";"";"";15;"3m";1;"3-5";"not read, understood"
8910;"09:20:53";0;0;"college";1;"Bulgaria";"United States";"";"";"";"";39;"6m";1;"6+";"read, understood"
8914;"09:20:53";0;0;"high school";0;"United Kingdom";"";"";"";"";"";15;"3m";1;"0";"read, understood"
8920;"09:20:53";0;0;"graduate school";1;"India";"United States";"";"";"";"";29;"more";0;"0";"read, understood"
8933;"09:20:53";0;1;"high school";0;"United Kingdom";"";"";"";"";"";16;"none";1;"";""
8942;"09:20:53";0;0;"college";0;"Canada";"";"";"";"";"";19;"1yr";1;"6+";"not read, understood"
8945;"09:20:53";0;0;"graduate school";1;"United Kingdom";"Republic of Korea";"Singapore";"Nigeria";"Norway";"United Kingdom";61;"3m";1;"6+";"read, understood"
8946;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";20;"none";0;"0";"not read, understood"
8948;"09:20:53";1;1;"postdoctoral";0;"Anguilla";"";"";"";"";"";18;"more";1;"";""
8954;"09:20:53";0;2;"pre-high school";0;"Bahamas";"";"";"";"";"";8;"none";0;"";""
8966;"09:20:53";0;1;"PhD";0;"United States";"";"";"";"";"";18;"none";1;"";""
8974;"09:20:53";0;0;"graduate school";0;"Thailand";"";"";"";"";"";44;"more";0;"6+";"not read, understood"
8985;"09:20:53";0;1;"PhD";0;"United States";"";"";"";"";"";34;"1yr";1;"0";"read, understood"
9006;"09:20:53";0;0;"graduate school";0;"Thailand";"";"";"";"";"";23;"more";1;"6+";"read, understood"
9014;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";29;"none";1;"0";"read, understood"
9025;"09:20:53";0;0;"graduate school";0;"China";"";"";"";"";"";26;"6m";0;"1-2";"read, understood"
9031;"09:20:53";0;0;"postdoctoral";0;"United Kingdom";"";"";"";"";"";17;"1yr";1;"6+";"not read, understood"
9032;"09:20:53";0;0;"professional school";1;"United Kingdom";"";"";"";"";"";42;"more";1;"";""
9035;"09:20:53";0;0;"PhD";0;"Brazil";"";"";"";"";"";36;"1yr";1;"";""
9037;"09:20:53";0;0;"college";0;"Thailand";"";"";"";"";"";33;"none";1;"0";"read, understood"
9057;"09:20:53";0;1;"PhD";0;"Russian Federation";"";"";"";"";"";21;"none";0;"0";"read, understood"
9065;"09:20:53";0;0;"graduate school";1;"India";"Netherlands";"United States";"";"";"";46;"more";1;"0";"not read, understood"
9080;"09:20:53";0;0;"professional school";0;"Canada";"";"";"";"";"";39;"1yr";0;"0";"read, understood"
9107;"09:20:53";0;1;"college";0;"India";"";"";"";"";"";18;"more";0;"0";"read, understood"
9125;"09:20:53";0;0;"high school";0;"United States";"";"";"";"";"";18;"3m";1;"";""
9147;"09:20:53";0;0;"high school";0;"United States";"";"";"";"";"";16;"none";0;"1-2";"read, understood"
9151;"09:20:53";0;0;"pre-high school";0;"United States";"";"";"";"";"";10;"none";0;"0";"not read, understood"
9154;"09:20:53";0;1;"college";1;"Northern Mariana Islands";"United States";"";"";"";"";28;"more";1;"0";"read, understood"
